MTS793|MPT|ENG|1|2|.|/|:|44|1|1|A

Data Acquisition						Time:	240.79932	s	29/10/2021 14:44:29
Time	1000 kN Displacement	1000 kN Force	Ex D1	Ex D2	1000 kN Count
s	mm	N	mm	mm	segments
43.002441	11.57707	6560.9839	0.00045597553	-0.0022187829	2
43.102539	11.57925	6636.9272	0.00061541796	-0.0024661422	2
43.202637	11.580225	6713.6758	0.00057965517	-0.0024676323	2
43.302734	11.580582	6790.957	8.046627e-05	-0.0025823712	2
43.402832	11.581936	6859.8125	0.00068843365	-0.0025436282	2
43.50293	11.583373	6927.4199	0.00052452087	-0.0024735928	2
43.603027	11.583468	7006.9639	0.00039637089	-0.0025272369	2
43.703125	11.584241	7086.7412	0.00055283308	-0.0025466084	2
43.803223	11.584431	7145.7207	0.00052750111	-0.0026866794	2
43.90332	11.587033	7234.752	0.00070333481	-0.0027641654	2
44.003418	11.588132	7307.6567	0.00020116568	-0.0028148293	2
44.103516	11.588459	7398.6265	0.00050216913	-0.0027179718	2
44.203613	11.59058	7468.1665	0.00039190054	-0.0030517578	2
44.303711	11.590259	7559.9541	0.00028163195	-0.0028595328	2
44.403809	11.591619	7652.5151	0.00054240227	-0.002835691	2
44.503906	11.592302	7758.8672	0.00034719706	-0.0028848648	2
44.604004	11.593925	7833.3071	0.0005453825	-0.0031650066	2
44.704102	11.595772	7932.5195	0.00039339066	-0.0033035874	2
44.804199	11.59522	8017.1011	0.00054389238	-0.0032767653	2
44.904297	11.597168	8095.6582	0.00024586916	-0.0031873584	2
45.004395	11.59898	8178.1245	0.00032633543	-0.0035375357	2
45.104492	11.600281	8274.1279	0.00050961971	-0.0035867095	2
45.20459	11.600347	8369.5293	0.00048726797	-0.0035479665	2
45.304688	11.600881	8457.5713	0.00072270632	-0.0036776066	2
45.404785	11.602556	8531.4434	0.00040084124	-0.003772974	2
45.504883	11.602961	8604.1084	0.00048875809	-0.0037491322	2
45.60498	11.602818	8664.1914	0.00058561563	-0.0038817525	2
45.705078	11.604725	8716.0771	0.00032782555	-0.0036880374	2
45.805176	11.606299	8773.7656	0.00063478947	-0.0038489699	2
45.905273	11.608765	8833.8809	0.00043064356	-0.0037744641	2
46.005371	11.608949	8903.9199	0.00048428774	-0.0037506223	2
46.105469	11.610517	8976.0479	0.00026226044	-0.0038504601	2
46.205566	11.609738	9052.0176	0.00074654818	-0.0041007996	2
46.305664	11.611872	9145.8994	0.00052750111	-0.0040501356	2
46.405762	11.611955	9243.373	0.00010728836	-0.0041544437	2
46.505859	11.613256	9324.9785	0.00059306622	-0.0041157007	2
46.605957	11.61562	9430.6543	0.00055283308	-0.0041931868	2
46.706055	11.61619	9525.8613	0.00019222498	-0.0042796135	2
46.806152	11.6172	9625.3711	0.00019222498	-0.0046849251	2
46.90625	11.618816	9715.252	0.00061243773	-0.0046417117	2
47.006348	11.618703	9799.7783	0.00086575747	-0.0043869019	2
47.106445	11.619184	9920.165	0.00037848949	-0.0046089292	2
47.206543	11.620634	10017.314	0.00041723251	-0.0045210123	2
47.306641	11.622196	10121.472	0.00055730343	-0.0046178699	2
47.406738	11.623569	10229.153	0.00070929527	-0.005081296	2
47.506836	11.623813	10340.937	0.00033229589	-0.0048220158	2
47.606934	11.624466	10424.945	0.00063329935	-0.0055342913	2
47.707031	11.625369	10531.526	0.0004529953	-0.005351007	2
47.807129	11.625993	10639.423	0.00039339066	-0.0053197145	2
47.907227	11.627442	10741.343	0.00047534704	-0.005145371	2
48.007324	11.628548	10831.757	0.00036358833	-0.0055015087	2
48.107422	11.629396	10939.666	0.00046491623	-0.0055521727	2
48.20752	11.631078	11051.552	0.00040084124	-0.0054866076	2
48.307617	11.630899	11154.285	0.00072866678	-0.0061452389	2
48.407715	11.633407	11267.274	0.00040829182	-0.0061362982	2
48.507813	11.632818	11376.935	0.0005364418	-0.0063195825	2
48.60791	11.634001	11497.027	0.00043809414	-0.0062167645	2
48.708008	11.635855	11637.284	0.00047683716	-0.0063076615	2
48.808105	11.637898	11794.082	0.00019818544	-0.006300211	2
48.908203	11.638035	11929.202	0.00094175339	-0.0060424209	2
49.008301	11.639277	12064.721	0.00066459179	-0.0064566731	2
49.108398	11.639829	12204.552	0.00068545341	-0.0065892935	2
49.208496	11.642277	12339.346	0.00043809414	-0.0066503882	2
49.308594	11.642656	12479.452	0.00056326389	-0.0069484115	2
49.408691	11.645413	12627.144	0.00056177378	-0.0069260597	2
49.508789	11.643773	12751.213	0.00043511391	-0.0072345138	2
49.608887	11.645116	12875.327	0.00060349703	-0.0075280666	2
49.708984	11.647504	13011.488	0.00061988831	-0.007557869	2
49.809082	11.646554	13128.533	0.00076889992	-0.0076934695	2
49.90918	11.649364	13264.316	0.00026375055	-0.0077724457	2
50.009277	11.649382	13402.386	0.00061243773	-0.0080659986	2
50.109375	11.64975	13543.464	0.00045448542	-0.0081062317	2
50.209473	11.652601	13663.494	0.0001847744	-0.0082030892	2
50.30957	11.653136	13784.599	0.00081211329	-0.0084280968	2
50.409668	11.653148	13893.073	0.00065416098	-0.0085279346	2
50.509766	11.654776	14024.658	0.00053346157	-0.0086665154	2
50.609863	11.655756	14151.486	0.00025480986	-0.0085875392	2
